Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Cruz Demétrio,5629041,28,Portugal,Man,580,Snelwandelaars,15,1,16,173,81,"[('10 km snelwandelen', '1h:01:16.93', '658', 10), ('20 km snelwandelen', '1h:59:47.30', '654', 10), ('50 km snelwandelen', '5h:07:32.93', '583', 10)]",False,7,2,9,3,6,0,2,6,7
Onbekend,Cu Junshi,5664339,15,China,Man,1170,Zonder specialiteit,17,1,14,162,62,[],False,17,3,1,3,1,10,2,0,0
Onbekend,Cuadrado Begonia,5666443,20,Colombia,Vrouw,1370,Zonder specialiteit,18,1,15,167,60,[],False,19,10,5,2,2,1,0,0,0
Onbekend,Cuarón María del Rosario,5666048,18,México,Vrouw,60,Zonder specialiteit,11,1,15,158,55,[],False,7,2,1,2,1,4,1,0,0
Onbekend,Cucchi Cristoforo,5650680,16,Italia,Man,1660,Springers,17,1,15,180,84,"[('Hoogspringen', '0.82 m', '70', 10), ('Polsstokhoogspringen', '2.11 m', '31', 10), ('Verspringen', '3.10 m', '93', 10), ('Hinkstapspringen', '5.54 m', '6', 10)]",False,19,8,1,2,1,9,2,8,4
Onbekend,Cucco Ivo,5630638,16,Italia,Man,680,Middenafstandslopers,19,1,11,167,70,"[('800 meter', '2:32.19', '544', 10), ('1.500 meter', '4:59.98', '559', 10), ('3.000 meter steeplechase', '14:55.78', '563', 10)]",False,18,1,6,1,4,2,3,6,6
Onbekend,Cuddy Caitriona,5666671,21,Ireland,Vrouw,80,Zonder specialiteit,19,1,15,173,67,[],False,10,3,2,2,5,3,2,0,0
Kogelslingeren,Cuerda Ainhize,4849827,36,España,Vrouw,33050,Werpers,19,14,14,167,58,"[('Kogelstoten', '16.24 m', '720', 10), ('Discuswerpen', '55.75 m', '734', 10), ('Kogelslingeren', '47.85 m', '643', 10), ('Speerwerpen', '44.02 m', '697', 10)]",False,20,18,0,0,0,0,17,8,8
400 meter horden,Cummings Shawntel,5027174,33,United States,Vrouw,19360,Sprinters,19,15,17,187,70,"[('100 meter', '13.52 s', '884', 10), ('200 meter', '26.38 s', '902', 10), ('400 meter', '1:01.63', '895', 10), ('100 meter horden', '18.65 s', '971', 10), ('400 meter horden', '1:07.79', '1046', 10)]",False,17,2,0,17,13,1,0,8,10
100 meter,Cursio Lara,4979868,33,Italia,Vrouw,52780,Sprinters,20,14,17,180,70,"[('100 meter', '12.05 s', '1143', 10), ('200 meter', '24.92 s', '1033', 10), ('400 meter', '57.51 s', '1053', 10), ('100 meter horden', '18.47 s', '993', 10), ('400 meter horden', '1:07.71', '1049', 10)]",False,19,20,0,20,0,0,0,11,9
Onbekend,Cuschieri Graziella,5665033,15,Malta,Vrouw,110,Zonder specialiteit,15,1,14,156,52,[],False,9,3,2,1,1,6,5,0,0
Vijfkamp Mannen,Czaja Sebastian,5424127,21,Polska,Man,1560,Meerkampers,20,2,20,195,98,"[('Vijfkamp Mannen - Verspringen', '3.85 m', '602', 10), ('Vijfkamp Mannen - Speerwerpen', '33.89 m', '544', 10), ('Vijfkamp Mannen - 200 meter', '27.96 s', '550', 10), ('Vijfkamp Mannen - Discuswerpen', '26.61 m', '448', 10), ('Vijfkamp Mannen - 1500 meter', '4:54.08', '538', 10), ('Tienkamp - 100 meter', '14.24 s', '460', 10), ('Tienkamp - Verspringen', '3.67 m', '574', 10), ('Tienkamp - Kogelstoten', '6.89 m', '390', 10), ('Tienkamp - Hoogspringen', '1.06 m', '630', 10), ('Tienkamp - 400 meter', '1:02.75', '563', 10), ('Tienkamp - 110 meter horden', '20.99 s', '539', 10), ('Tienkamp - Discuswerpen', '26.86 m', '453', 10), ('Tienkamp - Polsstokhoogspringen', '2.72 m', '573', 10), ('Tienkamp - Speerwerpen', '33.81 m', '543', 10), ('Tienkamp - 1500 meter', '5:01.55', '463', 10), ('Vijfkamp Mannen', '2682 p', '536', 10), ('Tienkamp', '5188 p', '519', 10)]",False,14,1,3,3,8,9,8,5,8
Onbekend,Czech Danuta,5664841,17,Polska,Vrouw,1040,Zonder specialiteit,15,1,14,152,48,[],False,18,2,0,9,2,2,3,0,0
Onbekend,D'Abrosca Maddalena,5665144,15,Italia,Vrouw,430,Zonder specialiteit,15,1,15,165,62,[],False,7,8,1,1,3,3,7,0,0
Discuswerpen,D'Alanno Manlio,4749973,39,Italia,Man,32630,Werpers,14,19,14,188,85,"[('Kogelstoten', '16.26 m', '655', 10), ('Discuswerpen', '55.87 m', '717', 10), ('Kogelslingeren', '51.74 m', '559', 10), ('Speerwerpen', '54.98 m', '635', 10)]",False,17,15,0,0,0,0,17,4,9
Onbekend,D'Amico Raoul,5608399,17,Italia,Man,1440,Werpers,20,1,15,180,79,"[('Kogelstoten', '8.55 m', '71', 10), ('Discuswerpen', '30.37 m', '126', 10), ('Kogelslingeren', '29.63 m', '73', 10), ('Speerwerpen', '33.29 m', '156', 10)]",False,15,9,10,3,3,2,7,6,6
Onbekend,D'Ascanio Tommaso,5666290,17,Italia,Man,1240,Zonder specialiteit,17,1,15,168,64,[],False,19,1,2,1,3,9,2,0,0
Onbekend,D'Orazio Natalina,5664888,14,Italia,Vrouw,130,Zonder specialiteit,14,1,14,162,59,[],False,12,3,0,3,2,5,2,0,0
Onbekend,Da Silva Célia,5624313,17,France,Vrouw,1550,Langeafstandslopers,19,1,15,157,59,"[('5.000 meter', '20:36.98', '568', 10), ('10.000 meter', '44:51.13', '567', 10), ('Marathon', '3h:07:02.98', '627', 10)]",False,18,3,6,6,3,1,2,9,9
Onbekend,Da Silva Marie-Cécile,5599978,16,France,Vrouw,3470,Springers,20,1,15,179,80,"[('Hoogspringen', '0.94 m', '234', 10), ('Polsstokhoogspringen', '2.12 m', '227', 10), ('Verspringen', '3.30 m', '301', 10), ('Hinkstapspringen', '6.02 m', '227', 10)]",False,17,3,2,4,1,13,3,8,6
Onbekend,Dabović Grozda,5666045,16,Srbija,Vrouw,260,Zonder specialiteit,13,1,15,152,46,[],False,15,1,3,3,3,5,1,0,0
Onbekend,Dachsberg Per,5603727,17,Sverige,Man,910,Werpers,15,1,14,178,82,"[('Kogelstoten', '6.61 m', '0', 10), ('Discuswerpen', '26.00 m', '25', 10), ('Kogelslingeren', '25.63 m', '0', 10), ('Speerwerpen', '29.17 m', '66', 10)]",False,10,3,1,3,3,2,10,5,7
Onbekend,Dagunduro Nwakaego,5666215,22,Nigeria,Vrouw,410,Zonder specialiteit,15,1,15,168,63,[],False,13,8,3,1,3,5,1,0,0
Onbekend,Daham Hakeem,5666525,17,Al-Jazā'ir,Man,1140,Zonder specialiteit,17,1,15,173,74,[],False,7,3,3,1,10,9,1,0,0
Onbekend,Dalas Menios,5664266,17,Hellas,Man,1380,Werpers,16,1,15,180,80,"[('Kogelstoten', '9.25 m', '124', 10), ('Discuswerpen', '32.24 m', '169', 10), ('Kogelslingeren', '31.55 m', '115', 10), ('Speerwerpen', '33.64 m', '164', 10)]",False,9,10,0,0,3,3,6,3,9
Onbekend,Dalmau Edgar,5665041,16,España,Man,360,Werpers,14,1,14,159,56,"[('Kogelstoten', '5.34 m', '0', 10), ('Discuswerpen', '20.25 m', '0', 10), ('Kogelslingeren', '19.21 m', '0', 10), ('Speerwerpen', '20.85 m', '0', 10)]",False,12,5,2,1,1,2,7,5,7
Onbekend,Damaschin Paraschiv,5665291,23,România,Man,720,Zonder specialiteit,19,1,15,179,84,[],False,15,3,8,8,0,1,1,0,0
Onbekend,Damiá Cristóbal,5665378,16,España,Man,850,Zonder specialiteit,11,1,15,165,70,[],False,19,2,3,6,4,2,3,0,0
Onbekend,Danchev Asen,5664629,15,Bulgaria,Man,970,Meerkampers,11,1,14,180,81,[],False,12,1,3,9,2,3,3,7,8
Onbekend,Danielak Rafał,5660779,17,Polska,Man,1260,Snelwandelaars,11,1,15,187,86,"[('10 km snelwandelen', '1h:02:45.40', '595', 10), ('20 km snelwandelen', '2h:03:34.13', '572', 10), ('50 km snelwandelen', '5h:14:30.37', '522', 10)]",False,8,3,6,11,2,3,1,6,7
Onbekend,Danilov Vsevolod,5666783,18,Rossiya,Man,160,Zonder specialiteit,15,1,15,172,69,[],False,13,5,3,2,1,3,2,0,0
Onbekend,Darley Chloe,5535789,17,Australia,Vrouw,1320,Middenafstandslopers,20,3,15,170,78,"[('800 meter', '2:48.68', '496', 10), ('1.500 meter', '5:36.95', '496', 10), ('3.000 meter steeplechase', '17:51.78', '565', 10)]",False,6,1,2,1,10,2,1,8,6
Onbekend,Darrell Keely,5638273,17,Australia,Vrouw,1090,Werpers,20,1,16,182,76,"[('Kogelstoten', '9.09 m', '149', 10), ('Discuswerpen', '31.20 m', '157', 10), ('Kogelslingeren', '26.51 m', '98', 10), ('Speerwerpen', '26.46 m', '189', 10)]",False,8,9,3,1,1,0,8,4,8
Onbekend,Dasari Bhanavi,5665404,23,India,Vrouw,190,Zonder specialiteit,19,1,14,182,79,[],False,14,2,5,2,2,2,2,0,0
Onbekend,Daučiūnaitė Girmantė,5665893,18,Lietuva,Vrouw,100,Zonder specialiteit,19,1,14,172,71,[],False,7,2,2,3,2,6,5,0,0
Onbekend,David Andrea,5665282,14,United States,Vrouw,590,Zonder specialiteit,14,1,14,161,56,[],False,18,3,1,2,3,6,1,0,0
Onbekend,Davidson David,5664311,20,Jamaica,Man,870,Zonder specialiteit,16,1,14,193,91,[],False,17,6,9,1,1,2,2,0,0
Onbekend,Davidson Gianna,5662868,14,United States,Vrouw,570,Sprinters,14,1,15,165,58,"[('100 meter', '15.47 s', '540', 10), ('200 meter', '30.80 s', '506', 10), ('400 meter', '1:10.41', '556', 10), ('100 meter horden', '22.05 s', '552', 10), ('400 meter horden', '1:20.52', '629', 10)]",False,13,8,3,2,1,3,1,6,6
Onbekend,Davies Jordan,5618680,17,Canada,Man,1090,Meerkampers,20,1,15,191,93,"[('Vijfkamp Mannen - Verspringen', '2.84 m', '444', 10), ('Vijfkamp Mannen - Speerwerpen', '25.11 m', '403', 10), ('Vijfkamp Mannen - 200 meter', '28.91 s', '450', 10), ('Vijfkamp Mannen - Discuswerpen', '20.01 m', '337', 10), ('Vijfkamp Mannen - 1500 meter', '5:05.41', '424', 10), ('Tienkamp - 100 meter', '14.48 s', '409', 10), ('Tienkamp - Verspringen', '2.76 m', '431', 10), ('Tienkamp - Kogelstoten', '4.95 m', '280', 10), ('Tienkamp - Hoogspringen', '0.82 m', '488', 10), ('Tienkamp - 400 meter', '1:04.20', '495', 10), ('Tienkamp - 110 meter horden', '21.12 s', '521', 10), ('Tienkamp - Discuswerpen', '20.63 m', '348', 10), ('Tienkamp - Polsstokhoogspringen', '2.11 m', '445', 10), ('Tienkamp - Speerwerpen', '24.84 m', '399', 10), ('Tienkamp - 1500 meter', '5:08.13', '397', 10), ('Vijfkamp Mannen', '2058 p', '412', 10), ('Tienkamp', '4213 p', '421', 10)]",False,17,2,2,2,9,4,3,6,5
Onbekend,Davies Ross,5640880,17,Great Britain,Man,720,Sprinters,20,1,15,187,88,"[('100 meter', '14.00 s', '585', 10), ('200 meter', '28.00 s', '623', 10), ('400 meter', '1:02.50', '656', 10), ('110 meter horden', '21.09 s', '637', 10), ('400 meter horden', '1:11.69', '710', 10)]",False,15,3,2,6,1,3,1,8,7
Onbekend,Dávila Adriana,5665212,16,España,Vrouw,970,Werpers,18,1,14,150,47,"[('Kogelstoten', '4.85 m', '0', 10), ('Discuswerpen', '21.86 m', '0', 10), ('Kogelslingeren', '20.39 m', '0', 10), ('Speerwerpen', '19.74 m', '0', 10)]",False,6,3,0,2,9,2,9,5,6
Onbekend,Dávila Silvia,5665115,22,Costa Rica,Vrouw,850,Zonder specialiteit,12,1,15,159,56,[],False,17,2,8,3,2,1,7,0,0
Onbekend,Davis Rhys,5666677,23,Bahamas,Man,820,Zonder specialiteit,18,1,15,180,83,[],False,11,2,7,10,0,2,1,0,0
Kogelslingeren,Davy Blandine,5498439,20,France,Vrouw,8410,Werpers,20,3,18,186,83,"[('Kogelstoten', '11.19 m', '317', 10), ('Discuswerpen', '42.37 m', '420', 10), ('Kogelslingeren', '40.33 m', '451', 10), ('Speerwerpen', '38.45 m', '536', 10)]",False,20,6,2,3,9,1,15,8,7
Onbekend,de Aquino María José,5664221,15,Brasil,Vrouw,180,Zonder specialiteit,16,1,14,163,58,[],False,12,2,1,2,7,3,2,0,0
Zevenkamp,de Araujo Andréa,5017841,33,Brasil,Vrouw,9570,Meerkampers,20,13,17,177,62,"[('Vijfkamp Vrouwen - 100 meter horden', '19.38 s', '864', 10), ('Vijfkamp Vrouwen - Hoogspringen', '0.89 m', '582', 10), ('Vijfkamp Vrouwen - Kogelstoten', '9.07 m', '533', 10), ('Vijfkamp Vrouwen - Verspringen', '3.83 m', '736', 10), ('Vijfkamp Vrouwen - 800 meter', '2:32.58', '791', 10), ('Zevenkamp - 100 meter horden', '18.53 s', '980', 10), ('Zevenkamp - Hoogspringen', '0.89 m', '582', 10), ('Zevenkamp - Kogelstoten', '9.47 m', '557', 10), ('Zevenkamp - 200 meter', '26.40 s', '822', 10), ('Zevenkamp - Verspringen', '3.96 m', '761', 10), ('Zevenkamp - Speerwerpen', '33.50 m', '706', 10), ('Zevenkamp - 800 meter', '2:27.66', '878', 10), ('Vijfkamp Vrouwen', '3506 p', '701', 10), ('Zevenkamp', '5286 p', '755', 10)]",False,18,10,0,11,8,1,0,11,12
Onbekend,De Benedetto Massimo,5664405,17,Italia,Man,810,Zonder specialiteit,16,1,15,173,74,[],False,19,2,1,6,3,2,3,0,0
Onbekend,De Coster Charlotte,5608303,17,België,Vrouw,600,Meerkampers,18,1,15,186,84,"[('Vijfkamp Vrouwen - 100 meter horden', '21.05 s', '637', 10), ('Vijfkamp Vrouwen - Hoogspringen', '0.68 m', '445', 10), ('Vijfkamp Vrouwen - Kogelstoten', '5.41 m', '318', 10), ('Vijfkamp Vrouwen - Verspringen', '2.39 m', '459', 10), ('Vijfkamp Vrouwen - 800 meter', '2:42.97', '607', 10), ('Zevenkamp - 100 meter horden', '20.94 s', '652', 10), ('Zevenkamp - Hoogspringen', '0.69 m', '451', 10), ('Zevenkamp - Kogelstoten', '5.60 m', '329', 10), ('Zevenkamp - 200 meter', '29.81 s', '476', 10), ('Zevenkamp - Verspringen', '2.46 m', '473', 10), ('Zevenkamp - Speerwerpen', '20.83 m', '439', 10), ('Zevenkamp - 800 meter', '2:44.44', '581', 10), ('Vijfkamp Vrouwen', '2466 p', '493', 10), ('Zevenkamp', '3401 p', '486', 10)]",False,9,3,3,4,7,2,2,8,7
1.500 meter,De Donato Silvano,5060574,32,Italia,Man,12910,Middenafstandslopers,20,12,17,180,69,"[('800 meter', '2:07.79', '981', 10), ('1.500 meter', '4:10.52', '1006', 10), ('3.000 meter steeplechase', '12:51.58', '938', 10)]",False,20,8,13,9,0,0,1,13,13
Onbekend,de Graaf Maarten,5630106,17,Nederland,Man,560,Snelwandelaars,17,1,15,164,65,"[('10 km snelwandelen', '1h:01:57.29', '629', 10), ('20 km snelwandelen', '2h:00:31.29', '638', 10), ('50 km snelwandelen', '5h:06:53.49', '588', 10)]",False,6,3,9,4,6,2,3,5,6
Onbekend,de Kleine Kees,5665258,16,Nederland,Man,580,Zonder specialiteit,20,1,14,164,68,[],False,14,1,3,9,2,3,2,0,0
Onbekend,de Klerk Sandra,5665014,17,South Africa,Vrouw,590,Zonder specialiteit,13,1,15,162,57,[],False,13,9,1,1,3,1,3,0,0
Onbekend,de Korte Christiaan,5665270,15,Nederland,Man,260,Zonder specialiteit,20,1,14,170,75,[],False,13,3,7,3,2,3,4,0,0
Onbekend,de la Encina Ana Belén,5665247,17,España,Vrouw,830,Zonder specialiteit,18,1,15,155,55,[],False,9,1,3,1,10,1,1,0,0
Kogelstoten,de la Hoz Celina,5425262,33,España,Vrouw,2870,Werpers,18,4,13,160,56,"[('Kogelstoten', '6.88 m', '0', 9), ('Discuswerpen', '24.21 m', '0', 9), ('Kogelslingeren', '19.73 m', '0', 9), ('Speerwerpen', '17.58 m', '0', 9)]",False,20,10,0,0,0,0,4,10,2
Onbekend,de la Parra Rubén,5636575,17,España,Man,260,Zonder specialiteit,16,1,16,184,83,[],False,14,2,2,2,5,1,4,0,0
Onbekend,de la Rosa Carlos,5606531,17,España,Man,1400,Zonder specialiteit,20,1,14,167,68,[],False,14,3,9,2,0,10,5,0,0
Onbekend,de la Torre Jon Ander,5537872,17,España,Man,1120,Snelwandelaars,20,1,15,182,93,"[('10 km snelwandelen', '1h:03:22.85', '569', 10), ('20 km snelwandelen', '2h:04:31.47', '551', 10), ('50 km snelwandelen', '5h:21:56.01', '457', 10)]",False,14,0,3,5,10,2,1,4,8
Onbekend,de Llano Mateo,5664293,22,México,Man,1040,Zonder specialiteit,15,1,15,185,85,[],False,15,1,1,3,1,0,10,0,0
Onbekend,De Meyer Chloé,5579883,17,België,Vrouw,1190,Middenafstandslopers,20,2,14,177,83,"[('800 meter', '2:38.03', '671', 10), ('1.500 meter', '5:19.84', '636', 10), ('3.000 meter steeplechase', '17:00.36', '694', 10)]",False,15,2,8,8,2,3,1,9,6
Onbekend,de Mol Geertje,5661303,17,Nederland,Vrouw,700,Langeafstandslopers,12,1,15,163,59,"[('5.000 meter', '20:51.28', '537', 10), ('10.000 meter', '46:11.79', '486', 10), ('Marathon', '3h:10:31.87', '578', 10)]",False,9,1,6,4,1,1,5,7,9
Onbekend,De Napoli Yara,5553537,17,Italia,Vrouw,1100,Meerkampers,20,2,15,188,92,"[('Vijfkamp Vrouwen - 100 meter horden', '20.52 s', '709', 10), ('Vijfkamp Vrouwen - Hoogspringen', '0.66 m', '432', 10), ('Vijfkamp Vrouwen - Kogelstoten', '6.30 m', '370', 10), ('Vijfkamp Vrouwen - Verspringen', '2.59 m', '498', 10), ('Vijfkamp Vrouwen - 800 meter', '2:41.12', '639', 10), ('Zevenkamp - 100 meter horden', '20.78 s', '674', 10), ('Zevenkamp - Hoogspringen', '0.67 m', '438', 10), ('Zevenkamp - Kogelstoten', '6.09 m', '358', 10), ('Zevenkamp - 200 meter', '29.33 s', '525', 10), ('Zevenkamp - Verspringen', '2.58 m', '496', 10), ('Zevenkamp - Speerwerpen', '23.29 m', '491', 10), ('Zevenkamp - 800 meter', '2:41.42', '634', 10), ('Vijfkamp Vrouwen', '2648 p', '530', 10), ('Zevenkamp', '3616 p', '517', 10)]",False,14,4,3,10,6,3,3,7,6
Onbekend,De Novellis Sabina,5647093,17,Italia,Vrouw,1280,Sprinters,17,1,17,163,64,"[('100 meter', '14.66 s', '682', 10), ('200 meter', '29.52 s', '621', 10), ('400 meter', '1:07.76', '658', 10), ('100 meter horden', '20.95 s', '688', 10), ('400 meter horden', '1:17.28', '735', 10)]",False,9,2,3,10,2,1,1,8,7
10.000 meter,De Paulis Amanda,4758765,39,Italia,Vrouw,16600,Langeafstandslopers,17,14,16,179,60,"[('5.000 meter', '17:59.78', '911', 10), ('10.000 meter', '38:44.91', '935', 10), ('Marathon', '2h:47:07.07', '908', 10)]",False,19,0,17,13,0,0,0,9,6
20 km snelwandelen,De Pauw Jeremy,5531880,21,België,Man,1840,Snelwandelaars,20,2,16,165,60,"[('10 km snelwandelen', '1h:00:56.67', '672', 10), ('20 km snelwandelen', '1h:56:08.12', '734', 10), ('50 km snelwandelen', '5h:03:42.18', '616', 10)]",False,20,5,9,1,4,2,0,5,8
Onbekend,De Ponti Leopoldo,5630644,17,Italia,Man,2580,Snelwandelaars,20,1,14,187,90,"[('10 km snelwandelen', '1h:01:22.94', '654', 10), ('20 km snelwandelen', '1h:58:47.68', '676', 10), ('50 km snelwandelen', '5h:06:03.28', '596', 10)]",False,17,9,11,1,2,5,2,7,8
Onbekend,De Roeck Esther,5595475,17,België,Vrouw,810,Langeafstandslopers,14,1,16,170,72,"[('5.000 meter', '20:34.99', '572', 10), ('10.000 meter', '45:12.39', '546', 10), ('Marathon', '3h:10:15.72', '581', 10)]",False,8,1,10,4,0,1,3,7,6
100 meter,De Roeck Téo,4857067,37,België,Man,15940,Sprinters,19,16,15,182,70,"[('100 meter', '12.45 s', '882', 10), ('200 meter', '24.66 s', '938', 10), ('400 meter', '56.54 s', '905', 10), ('110 meter horden', '19.58 s', '826', 10), ('400 meter horden', '1:06.51', '894', 10)]",False,20,12,0,11,0,0,0,9,14
Onbekend,De Ruvo Rosanna,5653043,17,Italia,Vrouw,1640,Springers,13,1,14,162,60,"[('Hoogspringen', '0.64 m', '0', 10), ('Polsstokhoogspringen', '1.49 m', '0', 10), ('Verspringen', '2.27 m', '26', 10), ('Hinkstapspringen', '4.26 m', '0', 10)]",False,17,3,1,2,0,10,7,8,7
Onbekend,De Sanctis Helmut,5664859,14,Italia,Man,1040,Springers,14,1,15,169,67,"[('Hoogspringen', '0.69 m', '0', 10), ('Polsstokhoogspringen', '1.94 m', '0', 10), ('Verspringen', '2.94 m', '58', 10), ('Hinkstapspringen', '5.32 m', '0', 10)]",False,19,2,2,3,2,7,1,6,7
Onbekend,de Siqueira Érica,5665266,17,Brasil,Vrouw,120,Zonder specialiteit,12,1,14,172,69,[],False,7,2,0,4,6,0,3,0,0
200 meter,de Steur Milou,5509122,20,Nederland,Vrouw,3330,Sprinters,20,3,15,162,58,"[('100 meter', '14.28 s', '750', 10), ('200 meter', '27.55 s', '797', 10), ('400 meter', '1:05.63', '740', 10), ('100 meter horden', '20.51 s', '742', 10), ('400 meter horden', '1:14.56', '824', 10)]",False,12,10,3,12,2,3,1,8,6
Onbekend,de Vos Martijn,5666550,16,Nederland,Man,1180,Sprinters,15,1,15,155,56,[],False,10,2,1,10,1,1,0,8,7
Onbekend,De Vriese Laurent,5583786,17,België,Man,2800,Sprinters,20,1,15,180,92,"[('100 meter', '13.37 s', '705', 10), ('200 meter', '26.48 s', '767', 10), ('400 meter', '59.29 s', '790', 10), ('110 meter horden', '20.42 s', '721', 10), ('400 meter horden', '1:10.06', '768', 10)]",False,19,7,2,11,1,1,0,7,9
Onbekend,de Zárate María Jesús,5665164,16,España,Vrouw,90,Zonder specialiteit,17,1,14,156,56,[],False,6,6,4,4,3,2,1,0,0
Onbekend,Deac Laura,5666038,22,România,Vrouw,110,Zonder specialiteit,19,1,15,172,70,[],False,10,4,2,3,5,3,3,0,0
5.000 meter,Deas Cara,5469522,28,Great Britain,Vrouw,5240,Langeafstandslopers,20,4,15,175,72,"[('5.000 meter', '18:49.00', '804', 10), ('10.000 meter', '41:43.23', '756', 10), ('Marathon', '2h:55:51.92', '785', 10)]",False,20,3,12,10,4,0,1,11,7
Onbekend,Debacker Dave,5612764,17,België,Man,570,Snelwandelaars,20,1,14,185,92,"[('10 km snelwandelen', '1h:03:14.14', '575', 10), ('20 km snelwandelen', '2h:01:33.34', '616', 10), ('50 km snelwandelen', '5h:10:34.96', '556', 10)]",False,9,5,8,2,3,2,4,6,8
Onbekend,Debecker Emile,5614859,17,België,Man,560,Middenafstandslopers,20,1,15,163,68,"[('800 meter', '2:25.18', '670', 10), ('1.500 meter', '4:45.98', '686', 10), ('3.000 meter steeplechase', '14:19.20', '673', 10)]",False,12,2,7,8,3,1,2,6,6
Onbekend,DeCambre Daniel,5666009,23,Jamaica,Man,1310,Zonder specialiteit,18,1,15,178,74,[],False,16,10,3,3,3,2,6,0,0
Onbekend,Dechev Mehmet,5665007,15,Bulgaria,Man,1430,Zonder specialiteit,19,1,15,171,68,[],False,19,10,2,3,3,3,1,0,0
Onbekend,Decocq Lucas,5543210,17,België,Man,2020,Springers,20,2,14,189,100,"[('Hoogspringen', '1.02 m', '227', 10), ('Polsstokhoogspringen', '2.51 m', '147', 10), ('Verspringen', '3.47 m', '173', 10), ('Hinkstapspringen', '7.08 m', '168', 10)]",False,10,1,3,1,6,11,2,6,8
Onbekend,Defore Anton,5608305,17,België,Man,710,Meerkampers,19,1,15,183,92,"[('Vijfkamp Mannen - Verspringen', '3.08 m', '481', 10), ('Vijfkamp Mannen - Speerwerpen', '27.39 m', '440', 10), ('Vijfkamp Mannen - 200 meter', '28.29 s', '515', 10), ('Vijfkamp Mannen - Discuswerpen', '22.80 m', '384', 10), ('Vijfkamp Mannen - 1500 meter', '5:01.32', '465', 10), ('Tienkamp - 100 meter', '14.02 s', '507', 10), ('Tienkamp - Verspringen', '3.08 m', '481', 10), ('Tienkamp - Kogelstoten', '5.86 m', '331', 10), ('Tienkamp - Hoogspringen', '0.76 m', '452', 10), ('Tienkamp - 400 meter', '1:02.61', '569', 10), ('Tienkamp - 110 meter horden', '20.70 s', '580', 10), ('Tienkamp - Discuswerpen', '22.96 m', '387', 10), ('Tienkamp - Polsstokhoogspringen', '2.20 m', '464', 10), ('Tienkamp - Speerwerpen', '28.17 m', '452', 10), ('Tienkamp - 1500 meter', '5:02.36', '455', 10), ('Vijfkamp Mannen', '2285 p', '457', 10), ('Tienkamp', '4678 p', '468', 10)]",False,16,4,1,4,8,3,2,6,7
Onbekend,Degn Sara,5666771,23,Danmark,Vrouw,1050,Zonder specialiteit,20,1,15,183,79,[],False,16,0,4,3,4,3,10,0,0
Onbekend,Deiss Merle,5656141,17,Deutschland,Vrouw,2380,Snelwandelaars,19,1,15,162,58,"[('10 km snelwandelen', '1h:07:59.91', '625', 10), ('20 km snelwandelen', '2h:19:10.47', '556', 10), ('50 km snelwandelen', '5h:42:49.26', '515', 10)]",False,19,1,3,9,2,2,1,9,9
10.000 meter,Dejesus Evelyn,4992287,33,United States,Vrouw,14230,Langeafstandslopers,20,12,20,182,68,"[('5.000 meter', '17:30.45', '975', 10), ('10.000 meter', '38:03.36', '976', 10), ('Marathon', '2h:43:10.22', '964', 10)]",False,15,0,16,12,0,1,0,12,10
Onbekend,Dekleva Kristina,5664179,19,Slovenija,Vrouw,890,Zonder specialiteit,13,1,14,166,59,[],False,19,2,3,2,8,3,0,0,0
Onbekend,del Amo Clementina,5665555,17,España,Vrouw,200,Zonder specialiteit,20,1,15,164,61,[],False,14,5,3,2,2,3,1,0,0
Onbekend,del Campo Luisa,5666782,24,México,Vrouw,1150,Zonder specialiteit,14,1,15,165,61,[],False,18,9,1,1,2,1,7,0,0
Onbekend,del Castillo Edith,5603489,17,España,Vrouw,480,Snelwandelaars,17,2,20,165,68,"[('10 km snelwandelen', '1h:06:44.84', '674', 10), ('20 km snelwandelen', '2h:16:04.77', '616', 10), ('50 km snelwandelen', '5h:35:48.09', '572', 10)]",False,13,3,7,3,2,1,3,6,5
10 km snelwandelen,del Olmo Amelia,5438495,22,España,Vrouw,6910,Snelwandelaars,20,3,17,179,72,"[('10 km snelwandelen', '1h:02:33.30', '837', 10), ('20 km snelwandelen', '2h:06:53.13', '795', 10), ('50 km snelwandelen', '5h:13:55.34', '747', 10)]",False,17,3,15,2,4,3,3,9,7
Onbekend,del Río Guzmán,5664537,16,España,Man,130,Zonder specialiteit,20,1,14,173,75,[],False,9,4,3,3,6,3,2,0,0
Onbekend,Delaeter Sophie,5562939,17,France,Vrouw,640,Langeafstandslopers,20,2,19,178,81,"[('5.000 meter', '21:05.91', '505', 10), ('10.000 meter', '46:28.63', '469', 10), ('Marathon', '3h:14:48.30', '517', 10)]",False,17,2,5,2,3,1,3,6,7
Onbekend,Delage Tiphaine,5664490,14,France,Vrouw,880,Werpers,16,1,14,167,64,"[('Kogelstoten', '3.59 m', '0', 10), ('Discuswerpen', '16.09 m', '0', 10), ('Kogelslingeren', '13.92 m', '0', 10), ('Speerwerpen', '14.76 m', '0', 10)]",False,18,1,3,2,3,3,7,6,7
