Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Club,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Minardi Adamo,5665231,17,Italia,Man,390,Zonder specialiteit,14,1,14,180,79,[],False,16,0,7,2,3,1,3,0,0
Onbekend,Minetto Ennio,5637502,17,Italia,Man,1290,Sprinters,17,1,16,165,68,"[('100 meter', '13.87 s', '609', 10), ('200 meter', '27.74 s', '647', 10), ('400 meter', '1:02.10', '673', 10), ('110 meter horden', '21.00 s', '648', 10), ('400 meter horden', '1:12.33', '687', 10)]",False,18,2,2,10,1,1,2,5,4
3.000 meter steeplechase,Miranda Andres,4872959,37,Colombia,Man,5590,Middenafstandslopers,20,15,15,178,67,"[('800 meter', '2:22.00', '727', 10), ('1.500 meter', '4:43.71', '706', 10), ('3.000 meter steeplechase', '13:55.19', '746', 10)]",False,15,0,5,4,0,0,0,9,11
5.000 meter,Miranda Angeles,5099402,31,Colombia,Vrouw,12630,Langeafstandslopers,20,14,18,161,56,"[('5.000 meter', '17:48.86', '935', 10), ('10.000 meter', '39:09.47', '910', 10), ('Marathon', '2h:47:05.63', '909', 10)]",False,10,1,15,12,0,4,0,9,10
Onbekend,Mirek Oskar,5664927,17,Polska,Man,320,Zonder specialiteit,16,1,14,174,72,[],False,6,3,1,3,8,1,2,0,0
Onbekend,Mireles Dolors,5647563,17,España,Vrouw,1490,Springers,20,1,14,169,61,"[('Hoogspringen', '0.67 m', '0', 9), ('Polsstokhoogspringen', '1.56 m', '15', 9), ('Verspringen', '2.40 m', '61', 9), ('Hinkstapspringen', '4.53 m', '28', 9)]",False,18,1,3,3,1,9,2,7,8
Onbekend,Mironova Marta,5665732,20,Rossiya,Vrouw,830,Zonder specialiteit,15,1,14,171,64,[],False,16,2,9,2,4,1,3,0,0
Onbekend,Mirto Marcello,5661938,15,Italia,Man,320,Sprinters,18,1,15,183,82,"[('100 meter', '14.38 s', '512', 10), ('200 meter', '28.87 s', '541', 10), ('400 meter', '1:04.24', '583', 10), ('110 meter horden', '21.72 s', '559', 10), ('400 meter horden', '1:14.39', '613', 10)]",False,13,1,1,3,3,1,1,6,7
10 km snelwandelen,Miśkiewicz Ilona,5590770,29,Polska,Vrouw,1030,Snelwandelaars,20,2,15,181,76,"[('10 km snelwandelen', '1h:06:53.98', '668', 10), ('20 km snelwandelen', '2h:17:43.98', '584', 10), ('50 km snelwandelen', '5h:43:11.96', '512', 10)]",False,15,2,10,3,7,1,1,2,3
Onbekend,Misljenovic Remzija,5666363,24,Bosna i Hercegovina,Vrouw,1550,Zonder specialiteit,12,1,15,158,58,[],False,19,10,2,0,1,1,2,0,0
Onbekend,Mita Filiberto,5654146,17,Italia,Man,1090,Werpers,18,1,14,180,80,"[('Kogelstoten', '3.67 m', '0', 9), ('Discuswerpen', '15.25 m', '0', 9), ('Kogelslingeren', '15.51 m', '0', 9), ('Speerwerpen', '18.62 m', '0', 9)]",False,13,1,9,2,2,1,3,6,9
Onbekend,Mitevska Jordanka,5665505,18,FYR Makedonija,Vrouw,520,Zonder specialiteit,16,1,15,178,75,[],False,10,3,1,8,2,8,3,0,0
Onbekend,Mizlerová Jaroslava,5665516,16,Česká republika,Vrouw,680,Zonder specialiteit,17,1,14,175,68,[],False,8,7,2,0,1,9,3,0,0
Onbekend,Mkoloma Donna,5665499,20,Barbados,Vrouw,970,Zonder specialiteit,19,1,14,180,73,[],False,17,2,3,3,1,1,9,0,0
Onbekend,Moawad Sethos,5666336,22,Miṣr,Man,610,Zonder specialiteit,15,1,15,190,93,[],False,17,3,1,1,7,7,2,0,0
Onbekend,Mocelin Ariane,5664273,16,Brasil,Vrouw,530,Zonder specialiteit,15,1,14,162,56,[],False,9,9,3,1,5,2,3,0,0
Discuswerpen,Mocholí Xerardo,5573664,28,España,Man,2670,Werpers,19,2,18,175,76,"[('Kogelstoten', '8.72 m', '84', 9), ('Discuswerpen', '32.62 m', '178', 9), ('Kogelslingeren', '32.64 m', '139', 9), ('Speerwerpen', '36.45 m', '226', 9)]",False,14,6,1,3,3,2,8,10,10
Onbekend,Mögele Jacqueline,5645479,17,Deutschland,Vrouw,110,Zonder specialiteit,20,1,16,167,64,[],False,11,2,0,2,2,3,4,0,0
Onbekend,Mohamed Marianne,5664160,21,Danmark,Vrouw,1260,Zonder specialiteit,19,1,15,162,61,[],False,18,3,8,9,1,3,4,0,0
Onbekend,Mohd Razali Shuib,5664316,24,Malaysia,Man,150,Zonder specialiteit,13,1,15,188,90,[],False,7,3,2,1,1,2,7,0,0
Onbekend,Mohyla Kaietan,5664497,17,Ukrajina,Man,100,Zonder specialiteit,16,1,14,166,65,[],False,10,1,2,2,3,2,6,0,0
Onbekend,Moisesko Shemarya,5665898,18,Yisra'el,Man,830,Zonder specialiteit,16,1,14,183,82,[],False,19,2,1,1,1,3,6,0,0
Onbekend,Mok Ashley,5666083,24,Singapore,Vrouw,310,Zonder specialiteit,19,1,15,180,76,[],False,10,2,8,3,3,1,3,0,0
Onbekend,Mok Tristan,5664206,20,Singapore,Man,110,Zonder specialiteit,14,1,14,179,79,[],False,12,1,2,2,5,2,1,0,0
Onbekend,Mokhtar Zahra,5665614,18,Miṣr,Vrouw,1070,Zonder specialiteit,14,1,14,159,59,[],False,20,2,6,1,2,3,3,0,0
Onbekend,Moldovan Palahiia,5664302,16,Ukrajina,Vrouw,1390,Zonder specialiteit,18,1,14,169,59,[],False,17,3,10,1,3,2,0,0,0
Zevenkamp,Molenda Zofia,5085277,32,Polska,Vrouw,9340,Meerkampers,20,10,20,166,53,"[('Vijfkamp Vrouwen - 100 meter horden', '19.44 s', '856', 10), ('Vijfkamp Vrouwen - Hoogspringen', '0.97 m', '635', 10), ('Vijfkamp Vrouwen - Kogelstoten', '5.42 m', '318', 10), ('Vijfkamp Vrouwen - Verspringen', '3.91 m', '751', 10), ('Vijfkamp Vrouwen - 800 meter', '2:32.66', '790', 10), ('Zevenkamp - 100 meter horden', '19.01 s', '915', 10), ('Zevenkamp - Hoogspringen', '1.00 m', '655', 10), ('Zevenkamp - Kogelstoten', '5.46 m', '321', 10), ('Zevenkamp - 200 meter', '27.35 s', '726', 10), ('Zevenkamp - Verspringen', '3.98 m', '765', 10), ('Zevenkamp - Speerwerpen', '25.54 m', '538', 10), ('Zevenkamp - 800 meter', '2:31.60', '808', 10), ('Vijfkamp Vrouwen', '3350 p', '670', 10), ('Zevenkamp', '4728 p', '675', 10)]",False,17,2,0,10,9,5,1,13,13
Onbekend,Moletta Livia,5553926,18,Italia,Vrouw,6860,Snelwandelaars,20,2,18,173,75,"[('10 km snelwandelen', '1h:02:56.52', '822', 10), ('20 km snelwandelen', '2h:08:25.36', '765', 10), ('50 km snelwandelen', '5h:08:15.96', '793', 10)]",False,13,2,15,1,2,3,1,7,9
Onbekend,Molifi Anthony,5662739,15,South Africa,Man,100,Zonder specialiteit,20,1,14,183,86,[],False,10,1,4,3,3,3,5,0,0
Hoogspringen,Molina Mary Ann,4976708,34,Pilipinas,Vrouw,11070,Springers,17,15,15,183,80,"[('Hoogspringen', '1.33 m', '572', 10), ('Polsstokhoogspringen', '3.02 m', '568', 10), ('Verspringen', '4.18 m', '535', 10), ('Hinkstapspringen', '8.61 m', '573', 10)]",False,15,0,0,2,10,14,0,8,11
Onbekend,Molina Naia,5665377,16,España,Vrouw,290,Zonder specialiteit,12,1,14,171,63,[],False,10,2,3,3,3,3,8,0,0
Polsstokhoogspringen,Moliner Xaquín,5575626,18,España,Man,760,Springers,20,2,17,167,72,"[('Hoogspringen', '0.71 m', '0', 10), ('Polsstokhoogspringen', '2.12 m', '34', 10), ('Verspringen', '3.04 m', '80', 10), ('Hinkstapspringen', '5.75 m', '28', 10)]",False,11,2,1,1,1,8,1,5,9
Onbekend,Moloney Zachary,5548309,17,United States,Man,2140,Springers,20,2,16,185,98,"[('Hoogspringen', '1.12 m', '306', 10), ('Polsstokhoogspringen', '3.04 m', '301', 10), ('Verspringen', '4.09 m', '307', 10), ('Hinkstapspringen', '8.41 m', '308', 10)]",False,10,3,0,3,10,9,3,8,9
Onbekend,Monge Mikel,5665839,17,España,Man,260,Zonder specialiteit,17,1,14,167,69,[],False,8,6,7,1,0,5,0,0,0
Onbekend,Monin Doriane,5664755,15,France,Vrouw,130,Zonder specialiteit,20,1,14,162,58,[],False,7,3,7,2,2,1,2,0,0
Onbekend,Monogiou Elena,5665093,15,Cyprus,Vrouw,300,Zonder specialiteit,15,1,15,161,62,[],False,6,7,2,4,3,1,7,0,0
Onbekend,Monroy Francisca,5627872,17,Colombia,Vrouw,310,Middenafstandslopers,20,1,15,179,78,"[('800 meter', '2:46.87', '526', 10), ('1.500 meter', '5:32.46', '533', 10), ('3.000 meter steeplechase', '17:46.99', '577', 10)]",False,11,5,6,1,1,3,6,5,6
Onbekend,Montagnani Viola,5664470,16,Italia,Vrouw,530,Snelwandelaars,12,1,15,158,58,"[('10 km snelwandelen', '1h:11:14.23', '499', 10), ('20 km snelwandelen', '2h:25:18.90', '436', 10), ('50 km snelwandelen', '5h:59:15.93', '383', 10)]",False,14,6,1,2,6,1,8,4,6
20 km snelwandelen,Montagne Lilian,4850187,36,France,Man,32650,Snelwandelaars,20,13,16,171,65,"[('10 km snelwandelen', '52:51.86', '1017', 10), ('20 km snelwandelen', '1h:40:57.58', '1065', 10), ('50 km snelwandelen', '4h:17:46.44', '1017', 10)]",False,20,0,20,2,0,0,0,11,12
Onbekend,Montalvo Vidal,5542743,17,España,Man,1540,Werpers,20,1,16,173,85,"[('Kogelstoten', '9.52 m', '144', 9), ('Discuswerpen', '34.26 m', '216', 9), ('Kogelslingeren', '32.48 m', '136', 9), ('Speerwerpen', '35.80 m', '212', 9)]",False,16,10,2,1,2,2,8,6,8
Onbekend,Montana Melanie,5665018,23,Pilipinas,Vrouw,340,Zonder specialiteit,14,1,14,179,67,[],False,13,7,2,6,5,5,2,0,0
Onbekend,Montano Anna,5663952,22,El Salvador,Vrouw,420,Zonder specialiteit,15,1,14,180,79,[],False,12,3,2,0,2,1,9,0,0
Onbekend,Montano Aurora,5627051,17,España,Vrouw,600,Meerkampers,13,1,14,174,70,"[('Vijfkamp Vrouwen - 100 meter horden', '21.89 s', '523', 10), ('Vijfkamp Vrouwen - Hoogspringen', '0.36 m', '235', 10), ('Vijfkamp Vrouwen - Kogelstoten', '4.31 m', '253', 10), ('Vijfkamp Vrouwen - Verspringen', '1.61 m', '309', 10), ('Vijfkamp Vrouwen - 800 meter', '2:46.78', '539', 10), ('Zevenkamp - 100 meter horden', '21.76 s', '541', 10), ('Zevenkamp - Hoogspringen', '0.36 m', '235', 10), ('Zevenkamp - Kogelstoten', '4.38 m', '257', 10), ('Zevenkamp - 200 meter', '30.60 s', '396', 10), ('Zevenkamp - Verspringen', '1.56 m', '300', 10), ('Zevenkamp - Speerwerpen', '14.88 m', '313', 10), ('Zevenkamp - 800 meter', '2:46.23', '549', 10), ('Vijfkamp Vrouwen', '1859 p', '372', 10), ('Zevenkamp', '2591 p', '370', 10)]",False,16,4,7,2,3,0,2,7,4
Onbekend,Monteiro Inês,5664868,17,Portugal,Vrouw,670,Meerkampers,17,1,16,178,70,[],False,15,2,2,3,0,7,8,6,4
50 km snelwandelen,Monteleone Pamela,5426040,21,Italia,Vrouw,5290,Snelwandelaars,20,4,18,181,64,"[('10 km snelwandelen', '1h:02:44.83', '829', 10), ('20 km snelwandelen', '2h:05:52.40', '815', 10), ('50 km snelwandelen', '5h:04:43.78', '821', 10)]",False,8,1,14,2,1,3,2,10,9
Onbekend,Montes Xavier,5653038,16,España,Man,1480,Zonder specialiteit,16,1,15,177,77,[],False,11,2,2,10,4,2,9,0,0
Onbekend,Montiagut Martín,5634204,17,España,Man,820,Werpers,13,1,13,179,78,"[('Kogelstoten', '6.48 m', '0', 9), ('Discuswerpen', '24.09 m', '0', 9), ('Kogelslingeren', '22.71 m', '0', 9), ('Speerwerpen', '24.85 m', '0', 9)]",False,16,7,1,1,3,0,3,7,8
Onbekend,Montorio Fiammetta,5664630,17,Italia,Vrouw,340,Zonder specialiteit,17,1,14,168,62,[],False,7,1,0,3,8,0,3,0,0
Onbekend,Moody Kiana,5663954,17,New Zealand,Vrouw,910,Zonder specialiteit,20,1,14,160,58,[],False,6,10,5,3,3,4,1,0,0
Onbekend,Moore Samuel,5647756,17,Great Britain,Man,1200,Zonder specialiteit,13,1,14,185,89,[],False,20,3,8,1,3,1,2,0,0
Onbekend,Mora Agustina,5665995,17,Venezuela,Vrouw,660,Zonder specialiteit,15,1,15,174,63,[],False,18,7,3,1,1,3,1,0,0
Onbekend,Mora Xavier,5666282,16,Ecuador,Man,260,Zonder specialiteit,11,1,15,164,64,[],False,14,6,1,6,1,3,2,0,0
Onbekend,Moraglio Tullia,5647128,15,Italia,Vrouw,180,Zonder specialiteit,20,1,14,163,59,[],False,8,3,2,0,1,7,1,0,0
Onbekend,Morais Leopoldo,5537216,17,Portugal,Man,500,Werpers,20,2,15,188,99,"[('Kogelstoten', '7.51 m', '0', 9), ('Discuswerpen', '25.01 m', '2', 9), ('Kogelslingeren', '24.74 m', '0', 9), ('Speerwerpen', '26.72 m', '12', 9)]",False,6,9,3,3,3,3,0,6,6
Discuswerpen,Moravec Michal,4925892,34,Česká republika,Man,15030,Werpers,17,13,16,178,76,"[('Kogelstoten', '13.28 m', '429', 9), ('Discuswerpen', '49.99 m', '580', 9), ('Kogelslingeren', '50.05 m', '522', 9), ('Speerwerpen', '53.12 m', '594', 9)]",False,15,8,0,0,8,0,17,8,10
Onbekend,Morcillo Ramiro,5642871,14,España,Man,430,Sprinters,15,1,13,176,80,"[('100 meter', '14.23 s', '540', 10), ('200 meter', '28.59 s', '567', 10), ('400 meter', '1:03.42', '617', 10), ('110 meter horden', '21.53 s', '582', 10), ('400 meter horden', '1:13.01', '662', 10)]",False,8,8,0,2,2,2,3,6,6
Onbekend,Moré Noemi,5650812,17,España,Vrouw,630,Zonder specialiteit,14,1,12,173,67,[],False,17,1,3,8,1,2,3,0,0
Onbekend,Moreira Armanda,5665259,17,Portugal,Vrouw,960,Zonder specialiteit,12,1,15,167,62,[],False,20,1,1,3,1,2,2,0,0
Onbekend,Moreo Adamo,5664448,17,Italia,Man,70,Zonder specialiteit,18,1,15,178,82,[],False,9,2,3,1,2,4,3,0,0
Onbekend,Morgan Abraham,5665878,22,México,Man,200,Zonder specialiteit,20,1,14,170,67,[],False,6,1,1,1,7,3,3,0,0
Onbekend,Morgenroth Jennifer,5642854,17,Switzerland,Vrouw,530,Werpers,19,2,15,186,80,"[('Kogelstoten', '6.51 m', '0', 9), ('Discuswerpen', '22.48 m', '0', 9), ('Kogelslingeren', '18.96 m', '0', 9), ('Speerwerpen', '19.25 m', '0', 9)]",False,17,6,0,1,1,0,5,4,4
Onbekend,Moriah Bree,5665319,21,Jamaica,Vrouw,60,Zonder specialiteit,20,1,14,162,56,[],False,7,5,3,3,2,2,1,0,0
Onbekend,Moriak Celina,5640393,16,Polska,Vrouw,250,Zonder specialiteit,14,1,15,172,68,[],False,14,3,3,3,4,3,6,0,0
Onbekend,Morin Mégane,5629814,17,France,Vrouw,1000,Middenafstandslopers,17,1,16,167,65,"[('800 meter', '2:42.83', '592', 10), ('1.500 meter', '5:15.57', '672', 10), ('3.000 meter steeplechase', '17:04.20', '685', 10)]",False,10,3,9,4,2,2,2,8,8
Onbekend,Morocho Édgar,5665116,23,Ecuador,Man,370,Zonder specialiteit,14,1,15,182,82,[],False,9,2,8,3,2,3,2,0,0
Marathon,Mortimer Rory,5264504,31,Great Britain,Man,7400,Langeafstandslopers,20,10,16,180,69,"[('5.000 meter', '16:18.95', '758', 10), ('10.000 meter', '36:58.53', '802', 10), ('Marathon', '2h:28:54.63', '882', 10)]",False,16,0,14,7,2,0,0,12,8
Onbekend,Moscariello Lina,5634206,15,Italia,Vrouw,480,Middenafstandslopers,14,1,13,157,60,"[('800 meter', '2:47.77', '511', 10), ('1.500 meter', '5:32.04', '536', 10), ('3.000 meter steeplechase', '17:54.71', '557', 10)]",False,16,1,3,7,5,3,2,5,6
Onbekend,Mosher Kim,5590433,16,Canada,Vrouw,610,Meerkampers,20,1,15,165,67,"[('Vijfkamp Vrouwen - 100 meter horden', '21.05 s', '637', 10), ('Vijfkamp Vrouwen - Hoogspringen', '0.76 m', '497', 10), ('Vijfkamp Vrouwen - Kogelstoten', '4.67 m', '274', 10), ('Vijfkamp Vrouwen - Verspringen', '2.77 m', '532', 10), ('Vijfkamp Vrouwen - 800 meter', '2:48.35', '511', 10), ('Zevenkamp - 100 meter horden', '21.30 s', '603', 10), ('Zevenkamp - Hoogspringen', '0.76 m', '497', 10), ('Zevenkamp - Kogelstoten', '4.66 m', '274', 10), ('Zevenkamp - 200 meter', '30.35 s', '421', 10), ('Zevenkamp - Verspringen', '2.81 m', '540', 10), ('Zevenkamp - Speerwerpen', '19.10 m', '403', 10), ('Zevenkamp - 800 meter', '2:46.48', '544', 10), ('Vijfkamp Vrouwen', '2451 p', '490', 10), ('Zevenkamp', '3282 p', '469', 10)]",False,6,3,1,3,6,7,3,7,8
400 meter,Mosiołek Henryk,5553038,18,Polska,Man,2790,Sprinters,20,2,18,162,70,"[('100 meter', '13.33 s', '713', 10), ('200 meter', '26.93 s', '724', 10), ('400 meter', '58.58 s', '820', 10), ('110 meter horden', '20.41 s', '722', 10), ('400 meter horden', '1:09.29', '795', 10)]",False,11,10,10,5,3,3,2,9,9
Onbekend,Moss William,5612375,17,Barbados,Man,920,Springers,20,2,15,174,84,"[('Hoogspringen', '0.88 m', '117', 10), ('Polsstokhoogspringen', '2.44 m', '127', 10), ('Verspringen', '3.44 m', '166', 10), ('Hinkstapspringen', '6.78 m', '136', 10)]",False,17,3,3,2,8,8,3,5,6
Onbekend,Mota Reinaldo,5659572,17,Portugal,Man,610,Meerkampers,16,1,16,183,85,"[('Vijfkamp Mannen - Verspringen', '2.23 m', '348', 10), ('Vijfkamp Mannen - Speerwerpen', '24.72 m', '397', 10), ('Vijfkamp Mannen - 200 meter', '28.21 s', '524', 10), ('Vijfkamp Mannen - Discuswerpen', '21.91 m', '369', 10), ('Vijfkamp Mannen - 1500 meter', '5:01.85', '460', 10), ('Tienkamp - 100 meter', '14.25 s', '458', 10), ('Tienkamp - Verspringen', '2.29 m', '358', 10), ('Tienkamp - Kogelstoten', '6.09 m', '344', 10), ('Tienkamp - Hoogspringen', '0.55 m', '327', 10), ('Tienkamp - 400 meter', '1:03.26', '539', 10), ('Tienkamp - 110 meter horden', '21.38 s', '484', 10), ('Tienkamp - Discuswerpen', '21.67 m', '365', 10), ('Tienkamp - Polsstokhoogspringen', '1.60 m', '337', 10), ('Tienkamp - Speerwerpen', '24.23 m', '389', 10), ('Tienkamp - 1500 meter', '5:02.88', '450', 10), ('Vijfkamp Mannen', '2098 p', '420', 10), ('Tienkamp', '4051 p', '405', 10)]",False,6,6,3,1,3,1,1,8,8
Onbekend,Mounier Yann,5600099,17,France,Man,1520,Meerkampers,20,1,11,184,91,"[('Vijfkamp Mannen - Verspringen', '2.48 m', '387', 10), ('Vijfkamp Mannen - Speerwerpen', '23.11 m', '371', 10), ('Vijfkamp Mannen - 200 meter', '29.63 s', '374', 10), ('Vijfkamp Mannen - Discuswerpen', '18.96 m', '319', 10), ('Vijfkamp Mannen - 1500 meter', '5:12.63', '352', 10), ('Tienkamp - 100 meter', '14.72 s', '358', 10), ('Tienkamp - Verspringen', '2.42 m', '378', 10), ('Tienkamp - Kogelstoten', '4.87 m', '275', 10), ('Tienkamp - Hoogspringen', '0.66 m', '392', 10), ('Tienkamp - 400 meter', '1:05.54', '432', 10), ('Tienkamp - 110 meter horden', '21.79 s', '427', 10), ('Tienkamp - Discuswerpen', '19.46 m', '328', 10), ('Tienkamp - Polsstokhoogspringen', '1.66 m', '350', 10), ('Tienkamp - Speerwerpen', '23.41 m', '376', 10), ('Tienkamp - 1500 meter', '5:12.84', '350', 10), ('Vijfkamp Mannen', '1803 p', '361', 10), ('Tienkamp', '3666 p', '367', 10)]",False,20,1,1,3,3,8,9,4,5
Onbekend,Moussouni Betsy,5665325,15,Al-Jazā'ir,Vrouw,620,Zonder specialiteit,20,1,14,174,68,[],False,13,3,4,4,9,2,2,0,0
Onbekend,Moutsi Nikolia,5664263,16,Hellas,Vrouw,1470,Langeafstandslopers,17,1,15,171,67,"[('5.000 meter', '20:40.78', '560', 10), ('10.000 meter', '45:20.52', '538', 10), ('Marathon', '3h:09:24.45', '593', 10)]",False,20,3,9,2,1,3,2,8,4
Onbekend,Moyá Camilo,5606690,17,España,Man,1080,Sprinters,12,1,13,187,88,"[('100 meter', '14.65 s', '460', 10), ('200 meter', '29.06 s', '523', 10), ('400 meter', '1:04.01', '593', 10), ('110 meter horden', '21.56 s', '579', 10), ('400 meter horden', '1:13.18', '656', 10)]",False,8,2,10,1,8,2,1,4,7
Onbekend,Moya Lorelei,5536284,20,España,Vrouw,2910,Springers,20,2,18,161,61,"[('Hoogspringen', '0.87 m', '173', 10), ('Polsstokhoogspringen', '2.07 m', '208', 10), ('Verspringen', '3.00 m', '221', 10), ('Hinkstapspringen', '5.74 m', '189', 10)]",False,8,1,9,3,5,12,1,8,5
Onbekend,Mrksic Mahi,5665004,17,Bosna i Hercegovina,Man,50,Zonder specialiteit,12,1,15,169,68,[],False,6,1,3,2,1,3,3,0,0
Onbekend,Mrštinová Kristýna,5666224,16,Česká republika,Vrouw,390,Zonder specialiteit,17,1,15,166,61,[],False,16,5,7,2,1,2,3,0,0
Onbekend,Muhtadi Charis,5664026,24,Indonesia,Man,1490,Zonder specialiteit,11,1,14,178,76,[],False,16,1,1,1,9,10,3,0,0
Onbekend,Muižniece Ingrīda,5665847,17,Latvija,Vrouw,720,Zonder specialiteit,19,1,14,182,72,[],False,16,2,1,1,9,1,2,0,0
Onbekend,Muller Camille,5663969,22,Lëtzebuerg,Vrouw,350,Zonder specialiteit,17,1,14,182,70,[],False,8,2,8,2,1,2,7,0,0
Onbekend,Muller Victor,5666079,17,Lëtzebuerg,Man,70,Zonder specialiteit,16,1,15,171,74,[],False,8,1,4,2,5,2,1,0,0
Onbekend,Mullin Antoine,5654005,17,Canada,Man,930,Snelwandelaars,16,1,16,185,87,"[('10 km snelwandelen', '1h:03:25.36', '567', 10), ('20 km snelwandelen', '2h:03:18.63', '578', 10), ('50 km snelwandelen', '5h:18:01.69', '491', 10)]",False,18,3,6,4,7,1,3,5,6
Onbekend,Muneta Sabino,5631105,17,España,Man,300,Werpers,19,1,15,177,79,"[('Kogelstoten', '4.97 m', '0', 9), ('Discuswerpen', '21.38 m', '0', 9), ('Kogelslingeren', '21.23 m', '0', 9), ('Speerwerpen', '23.61 m', '0', 9)]",False,9,4,1,2,8,3,2,5,6
Onbekend,Munhão Bento,5542343,17,Portugal,Man,1700,Snelwandelaars,20,2,17,185,99,"[('10 km snelwandelen', '1h:00:51.37', '676', 10), ('20 km snelwandelen', '1h:57:19.75', '708', 10), ('50 km snelwandelen', '4h:58:39.97', '660', 10)]",False,6,2,10,1,7,2,2,8,8
Onbekend,Munier André,5617373,17,France,Man,180,Sprinters,11,1,12,178,81,"[('100 meter', '14.19 s', '548', 10), ('200 meter', '28.58 s', '568', 10), ('400 meter', '1:02.48', '657', 10), ('110 meter horden', '21.26 s', '616', 10), ('400 meter horden', '1:12.41', '684', 10)]",False,10,3,4,7,3,2,1,5,3
Onbekend,Munitis Tareixa,5536439,17,España,Vrouw,320,Werpers,20,3,20,186,92,"[('Kogelstoten', '6.52 m', '0', 9), ('Discuswerpen', '24.10 m', '0', 9), ('Kogelslingeren', '21.35 m', '0', 9), ('Speerwerpen', '22.70 m', '80', 9)]",False,11,3,1,2,3,3,5,6,5
800 meter,Munnik Stella,5419775,24,Nederland,Vrouw,4330,Middenafstandslopers,20,6,15,160,48,"[('800 meter', '2:36.36', '698', 10), ('1.500 meter', '5:14.70', '679', 10), ('3.000 meter steeplechase', '16:54.36', '710', 10)]",False,18,3,7,6,1,2,1,12,10
Onbekend,Munoz Diego,5665154,15,Switzerland,Man,500,Zonder specialiteit,18,1,14,177,76,[],False,13,1,0,9,3,2,3,0,0
Onbekend,Munro Thokozile,5665687,24,South Africa,Vrouw,270,Zonder specialiteit,18,1,14,168,68,[],False,14,2,5,3,6,0,3,0,0
Onbekend,Murdoch Alicia,5662730,17,Great Britain,Vrouw,1360,Werpers,14,1,14,165,59,"[('Kogelstoten', '6.71 m', '0', 9), ('Discuswerpen', '27.23 m', '63', 9), ('Kogelslingeren', '23.93 m', '33', 9), ('Speerwerpen', '23.50 m', '103', 9)]",False,8,5,3,0,5,3,10,7,9
Onbekend,Murillo Diana,5666077,20,Ecuador,Vrouw,570,Zonder specialiteit,20,1,15,169,63,[],False,9,2,1,1,1,9,3,0,0
Onbekend,Musina Slava,5666182,17,Rossiya,Vrouw,640,Zonder specialiteit,15,1,15,155,51,[],False,16,0,2,3,8,3,1,0,0
Onbekend,Mutandari Giuliana,5626251,15,Italia,Vrouw,460,Sprinters,16,1,17,166,61,"[('100 meter', '15.35 s', '561', 10), ('200 meter', '30.62 s', '522', 10), ('400 meter', '1:09.63', '586', 10), ('100 meter horden', '22.09 s', '548', 10), ('400 meter horden', '1:20.00', '646', 10)]",False,10,8,2,3,1,3,0,4,7
Onbekend,Muzzio Brooklyn,5643741,14,United States,Vrouw,1100,Langeafstandslopers,13,1,14,156,50,"[('5.000 meter', '20:53.77', '531', 10), ('10.000 meter', '45:07.79', '550', 10), ('Marathon', '3h:10:07.56', '583', 10)]",False,12,1,10,3,1,3,3,6,5
Onbekend,Myhre Lene,5663886,24,Norge,Vrouw,1180,Zonder specialiteit,15,1,14,179,74,[],False,17,2,2,4,1,10,2,0,0
Onbekend,Myklebust Runar,5665597,17,Norge,Man,110,Zonder specialiteit,15,1,14,169,66,[],False,9,5,6,0,3,3,2,0,0
Onbekend,Myllyniemi Eija,5664533,14,Suomi,Vrouw,1290,Werpers,18,1,14,165,56,[],False,17,1,2,2,3,2,9,5,8
Zevenkamp,Naaktgeboren Manon,5176677,30,Nederland,Vrouw,7890,Meerkampers,20,11,13,176,58,"[('Vijfkamp Vrouwen - 100 meter horden', '20.56 s', '704', 10), ('Vijfkamp Vrouwen - Hoogspringen', '0.86 m', '563', 10), ('Vijfkamp Vrouwen - Kogelstoten', '7.30 m', '429', 10), ('Vijfkamp Vrouwen - Verspringen', '3.28 m', '630', 10), ('Vijfkamp Vrouwen - 800 meter', '2:42.33', '618', 10), ('Zevenkamp - 100 meter horden', '20.37 s', '730', 10), ('Zevenkamp - Hoogspringen', '0.87 m', '569', 10), ('Zevenkamp - Kogelstoten', '7.40 m', '435', 10), ('Zevenkamp - 200 meter', '28.34 s', '625', 10), ('Zevenkamp - Verspringen', '3.33 m', '640', 10), ('Zevenkamp - Speerwerpen', '28.46 m', '600', 10), ('Zevenkamp - 800 meter', '2:38.68', '683', 10), ('Vijfkamp Vrouwen', '2944 p', '589', 10), ('Zevenkamp', '4282 p', '612', 10)]",False,20,3,0,4,6,6,8,12,12
Onbekend,Načevski Kosta,5588297,17,FYR Makedonija,Man,530,Middenafstandslopers,20,2,16,179,81,"[('800 meter', '2:25.92', '657', 10), ('1.500 meter', '4:52.91', '623', 10), ('3.000 meter steeplechase', '14:33.74', '629', 10)]",False,8,3,4,8,0,0,3,5,7
Onbekend,Nadal Oihana,5665214,17,España,Vrouw,670,Zonder specialiteit,17,1,15,183,79,[],False,7,3,10,3,2,2,2,0,0
