Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2,Discipline,Resultaat,Punten Resultaat,Week
Onbekend,Regazzoni Aurora,5625088,17,Italia,Vrouw,970,Langeafstandslopers,17,1,15,166,65,10,2,10,3,3,2,1,8,7,10.000 meter,44:41.47,577,7
Onbekend,Regazzoni Aurora,5625088,17,Italia,Vrouw,970,Langeafstandslopers,17,1,15,166,65,10,2,10,3,3,2,1,8,7,Marathon,3h:07:40.82,618,7
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Vijfkamp Mannen - Verspringen,2.47 m,386,8
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Vijfkamp Mannen - Speerwerpen,30.78 m,494,8
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Vijfkamp Mannen - 200 meter,28.21 s,524,8
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Vijfkamp Mannen - Discuswerpen,27.91 m,470,8
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Vijfkamp Mannen - 1500 meter,4:53.67,543,8
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Tienkamp - 100 meter,14.11 s,488,8
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Tienkamp - Verspringen,2.42 m,378,8
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Tienkamp - Kogelstoten,7.99 m,452,8
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Tienkamp - Hoogspringen,0.59 m,351,8
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Tienkamp - 400 meter,1:02.51,574,8
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Tienkamp - 110 meter horden,21.49 s,469,8
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Tienkamp - Discuswerpen,27.59 m,465,8
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Tienkamp - Polsstokhoogspringen,1.60 m,337,8
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Tienkamp - Speerwerpen,31.90 m,512,8
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Tienkamp - 1500 meter,4:53.57,544,8
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Vijfkamp Mannen,2417 p,483,8
Onbekend,Reinecke Sam,5634153,17,Deutschland,Man,1260,Meerkampers,19,1,15,184,88,14,6,10,3,2,3,8,6,5,Tienkamp,4570 p,457,8
Onbekend,Reker Jessika,5638043,15,Deutschland,Vrouw,1110,Sprinters,18,1,14,174,69,18,3,9,4,3,2,6,5,7,100 meter,15.28 s,573,8
Onbekend,Reker Jessika,5638043,15,Deutschland,Vrouw,1110,Sprinters,18,1,14,174,69,18,3,9,4,3,2,6,5,7,200 meter,30.35 s,546,8
Onbekend,Reker Jessika,5638043,15,Deutschland,Vrouw,1110,Sprinters,18,1,14,174,69,18,3,9,4,3,2,6,5,7,400 meter,1:09.04,609,8
Onbekend,Reker Jessika,5638043,15,Deutschland,Vrouw,1110,Sprinters,18,1,14,174,69,18,3,9,4,3,2,6,5,7,100 meter horden,21.62 s,605,8
Onbekend,Reker Jessika,5638043,15,Deutschland,Vrouw,1110,Sprinters,18,1,14,174,69,18,3,9,4,3,2,6,5,7,400 meter horden,1:19.07,676,8
Onbekend,Rhodes Darien,5580653,17,Jamaica,Man,1180,Sprinters,20,1,20,181,89,9,2,4,10,3,3,2,6,8,100 meter,13.59 s,663,8
Onbekend,Rhodes Darien,5580653,17,Jamaica,Man,1180,Sprinters,20,1,20,181,89,9,2,4,10,3,3,2,6,8,200 meter,26.90 s,727,8
Onbekend,Rhodes Darien,5580653,17,Jamaica,Man,1180,Sprinters,20,1,20,181,89,9,2,4,10,3,3,2,6,8,400 meter,59.46 s,783,8
Onbekend,Rhodes Darien,5580653,17,Jamaica,Man,1180,Sprinters,20,1,20,181,89,9,2,4,10,3,3,2,6,8,110 meter horden,20.29 s,737,8
Onbekend,Rhodes Darien,5580653,17,Jamaica,Man,1180,Sprinters,20,1,20,181,89,9,2,4,10,3,3,2,6,8,400 meter horden,1:09.00,806,8
Onbekend,Rickets Rebecca,5630466,17,Jamaica,Vrouw,650,Meerkampers,12,1,15,174,73,16,2,3,8,4,3,3,4,6,Vijfkamp Vrouwen - 100 meter horden,21.16 s,622,8
Onbekend,Rickets Rebecca,5630466,17,Jamaica,Vrouw,650,Meerkampers,12,1,15,174,73,16,2,3,8,4,3,3,4,6,Vijfkamp Vrouwen - Hoogspringen,0.52 m,340,8
Onbekend,Rickets Rebecca,5630466,17,Jamaica,Vrouw,650,Meerkampers,12,1,15,174,73,16,2,3,8,4,3,3,4,6,Vijfkamp Vrouwen - Kogelstoten,3.74 m,220,8
Onbekend,Rickets Rebecca,5630466,17,Jamaica,Vrouw,650,Meerkampers,12,1,15,174,73,16,2,3,8,4,3,3,4,6,Vijfkamp Vrouwen - Verspringen,2.30 m,442,8
Onbekend,Rickets Rebecca,5630466,17,Jamaica,Vrouw,650,Meerkampers,12,1,15,174,73,16,2,3,8,4,3,3,4,6,Vijfkamp Vrouwen - 800 meter,2:44.40,581,8
Onbekend,Rickets Rebecca,5630466,17,Jamaica,Vrouw,650,Meerkampers,12,1,15,174,73,16,2,3,8,4,3,3,4,6,Zevenkamp - 100 meter horden,21.14 s,625,8
Onbekend,Rickets Rebecca,5630466,17,Jamaica,Vrouw,650,Meerkampers,12,1,15,174,73,16,2,3,8,4,3,3,4,6,Zevenkamp - Hoogspringen,0.51 m,334,8
Onbekend,Rickets Rebecca,5630466,17,Jamaica,Vrouw,650,Meerkampers,12,1,15,174,73,16,2,3,8,4,3,3,4,6,Zevenkamp - Kogelstoten,3.69 m,217,8
Onbekend,Rickets Rebecca,5630466,17,Jamaica,Vrouw,650,Meerkampers,12,1,15,174,73,16,2,3,8,4,3,3,4,6,Zevenkamp - 200 meter,30.04 s,453,8
Onbekend,Rickets Rebecca,5630466,17,Jamaica,Vrouw,650,Meerkampers,12,1,15,174,73,16,2,3,8,4,3,3,4,6,Zevenkamp - Verspringen,2.33 m,448,8
Onbekend,Rickets Rebecca,5630466,17,Jamaica,Vrouw,650,Meerkampers,12,1,15,174,73,16,2,3,8,4,3,3,4,6,Zevenkamp - Speerwerpen,16.55 m,349,8
Onbekend,Rickets Rebecca,5630466,17,Jamaica,Vrouw,650,Meerkampers,12,1,15,174,73,16,2,3,8,4,3,3,4,6,Zevenkamp - 800 meter,2:44.70,576,8
Onbekend,Rickets Rebecca,5630466,17,Jamaica,Vrouw,650,Meerkampers,12,1,15,174,73,16,2,3,8,4,3,3,4,6,Vijfkamp Vrouwen,2205 p,441,8
Onbekend,Rickets Rebecca,5630466,17,Jamaica,Vrouw,650,Meerkampers,12,1,15,174,73,16,2,3,8,4,3,3,4,6,Zevenkamp,3002 p,429,8
Onbekend,Rincón Yolanda,5579641,16,Colombia,Vrouw,950,Sprinters,20,1,11,170,76,15,3,2,10,2,2,0,5,5,100 meter,15.08 s,608,8
Onbekend,Rincón Yolanda,5579641,16,Colombia,Vrouw,950,Sprinters,20,1,11,170,76,15,3,2,10,2,2,0,5,5,200 meter,30.00 s,578,8
Onbekend,Rincón Yolanda,5579641,16,Colombia,Vrouw,950,Sprinters,20,1,11,170,76,15,3,2,10,2,2,0,5,5,400 meter,1:08.26,639,8
Onbekend,Rincón Yolanda,5579641,16,Colombia,Vrouw,950,Sprinters,20,1,11,170,76,15,3,2,10,2,2,0,5,5,100 meter horden,21.26 s,650,8
Onbekend,Rincón Yolanda,5579641,16,Colombia,Vrouw,950,Sprinters,20,1,11,170,76,15,3,2,10,2,2,0,5,5,400 meter horden,1:18.25,703,8
Onbekend,Robak Marzena,5657217,14,Polska,Vrouw,880,Werpers,11,1,14,149,45,16,9,1,2,3,3,1,6,5,Kogelstoten,4.94 m,0,7
Onbekend,Robak Marzena,5657217,14,Polska,Vrouw,880,Werpers,11,1,14,149,45,16,9,1,2,3,3,1,6,5,Discuswerpen,17.28 m,0,7
Onbekend,Robak Marzena,5657217,14,Polska,Vrouw,880,Werpers,11,1,14,149,45,16,9,1,2,3,3,1,6,5,Kogelslingeren,14.04 m,0,7
Onbekend,Robak Marzena,5657217,14,Polska,Vrouw,880,Werpers,11,1,14,149,45,16,9,1,2,3,3,1,6,5,Speerwerpen,13.22 m,0,7
Onbekend,Rodés Ferran,5631718,15,España,Man,440,Sprinters,16,1,13,178,82,6,1,2,6,8,2,2,5,6,100 meter,14.12 s,562,8
Onbekend,Rodés Ferran,5631718,15,España,Man,440,Sprinters,16,1,13,178,82,6,1,2,6,8,2,2,5,6,200 meter,28.36 s,589,8
Onbekend,Rodés Ferran,5631718,15,España,Man,440,Sprinters,16,1,13,178,82,6,1,2,6,8,2,2,5,6,400 meter,1:02.86,641,8
Onbekend,Rodés Ferran,5631718,15,España,Man,440,Sprinters,16,1,13,178,82,6,1,2,6,8,2,2,5,6,110 meter horden,20.69 s,687,8
Onbekend,Rodés Ferran,5631718,15,España,Man,440,Sprinters,16,1,13,178,82,6,1,2,6,8,2,2,5,6,400 meter horden,1:11.41,720,8
Onbekend,Rohl Daniel,5634703,16,United States,Man,460,Sprinters,14,1,18,184,87,12,2,1,5,7,3,6,6,6,100 meter,14.08 s,569,8
Onbekend,Rohl Daniel,5634703,16,United States,Man,460,Sprinters,14,1,18,184,87,12,2,1,5,7,3,6,6,6,200 meter,28.13 s,611,8
Onbekend,Rohl Daniel,5634703,16,United States,Man,460,Sprinters,14,1,18,184,87,12,2,1,5,7,3,6,6,6,400 meter,1:02.63,650,8
Onbekend,Rohl Daniel,5634703,16,United States,Man,460,Sprinters,14,1,18,184,87,12,2,1,5,7,3,6,6,6,110 meter horden,20.70 s,686,8
Onbekend,Rohl Daniel,5634703,16,United States,Man,460,Sprinters,14,1,18,184,87,12,2,1,5,7,3,6,6,6,400 meter horden,1:10.61,748,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Vijfkamp Mannen - Verspringen,3.71 m,580,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Vijfkamp Mannen - Speerwerpen,22.29 m,358,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Vijfkamp Mannen - 200 meter,28.59 s,484,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Vijfkamp Mannen - Discuswerpen,17.53 m,295,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Vijfkamp Mannen - 1500 meter,5:02.44,454,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Tienkamp - 100 meter,14.26 s,456,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Tienkamp - Verspringen,3.68 m,575,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Tienkamp - Kogelstoten,4.17 m,236,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Tienkamp - Hoogspringen,0.99 m,589,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Tienkamp - 400 meter,1:03.07,548,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Tienkamp - 110 meter horden,20.97 s,542,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Tienkamp - Discuswerpen,17.30 m,291,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Tienkamp - Polsstokhoogspringen,2.60 m,548,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Tienkamp - Speerwerpen,22.67 m,364,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Tienkamp - 1500 meter,5:05.14,427,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Vijfkamp Mannen,2171 p,434,8
Onbekend,Romero Pierrick,5640904,16,France,Man,980,Meerkampers,20,1,16,183,85,8,1,1,4,6,10,3,5,7,Tienkamp,4576 p,458,8
Onbekend,Rooijakkers Rianne,5643010,17,Nederland,Vrouw,510,Werpers,15,1,15,168,65,6,1,2,3,1,2,9,3,4,Kogelstoten,4.26 m,0,7
Onbekend,Rooijakkers Rianne,5643010,17,Nederland,Vrouw,510,Werpers,15,1,15,168,65,6,1,2,3,1,2,9,3,4,Discuswerpen,18.01 m,0,7
Onbekend,Rooijakkers Rianne,5643010,17,Nederland,Vrouw,510,Werpers,15,1,15,168,65,6,1,2,3,1,2,9,3,4,Kogelslingeren,15.41 m,0,7
Onbekend,Rooijakkers Rianne,5643010,17,Nederland,Vrouw,510,Werpers,15,1,15,168,65,6,1,2,3,1,2,9,3,4,Speerwerpen,16.10 m,0,7
400 meter horden,Rovers Gerda,5498500,20,Nederland,Vrouw,3060,Sprinters,20,3,19,177,70,14,4,2,13,4,6,2,8,4,100 meter,14.02 s,795,8
400 meter horden,Rovers Gerda,5498500,20,Nederland,Vrouw,3060,Sprinters,20,3,19,177,70,14,4,2,13,4,6,2,8,4,200 meter,28.10 s,748,8
400 meter horden,Rovers Gerda,5498500,20,Nederland,Vrouw,3060,Sprinters,20,3,19,177,70,14,4,2,13,4,6,2,8,4,400 meter,1:04.15,797,8
400 meter horden,Rovers Gerda,5498500,20,Nederland,Vrouw,3060,Sprinters,20,3,19,177,70,14,4,2,13,4,6,2,8,4,100 meter horden,20.08 s,795,8
400 meter horden,Rovers Gerda,5498500,20,Nederland,Vrouw,3060,Sprinters,20,3,19,177,70,14,4,2,13,4,6,2,8,4,400 meter horden,1:11.45,926,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Vijfkamp Mannen - Verspringen,2.48 m,387,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Vijfkamp Mannen - Speerwerpen,28.72 m,461,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Vijfkamp Mannen - 200 meter,27.91 s,555,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Vijfkamp Mannen - Discuswerpen,29.23 m,493,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Vijfkamp Mannen - 1500 meter,5:02.62,452,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Tienkamp - 100 meter,13.88 s,537,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Tienkamp - Verspringen,2.43 m,380,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Tienkamp - Kogelstoten,8.40 m,475,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Tienkamp - Hoogspringen,0.53 m,315,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Tienkamp - 400 meter,1:01.76,609,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Tienkamp - 110 meter horden,21.06 s,530,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Tienkamp - Discuswerpen,29.05 m,490,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Tienkamp - Polsstokhoogspringen,1.66 m,350,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Tienkamp - Speerwerpen,28.19 m,453,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Tienkamp - 1500 meter,5:01.85,460,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Vijfkamp Mannen,2348 p,470,8
Onbekend,San Epifanio Joan,5607309,17,España,Man,1170,Meerkampers,20,1,18,173,75,11,10,1,1,2,0,2,8,6,Tienkamp,4599 p,460,8
Onbekend,Santonja Eva María,5659677,14,España,Vrouw,360,Sprinters,18,1,15,170,64,10,8,2,2,2,1,1,7,5,100 meter,15.37 s,557,8
Onbekend,Santonja Eva María,5659677,14,España,Vrouw,360,Sprinters,18,1,15,170,64,10,8,2,2,2,1,1,7,5,200 meter,30.56 s,528,8
Onbekend,Santonja Eva María,5659677,14,España,Vrouw,360,Sprinters,18,1,15,170,64,10,8,2,2,2,1,1,7,5,400 meter,1:10.84,540,8
Onbekend,Santonja Eva María,5659677,14,España,Vrouw,360,Sprinters,18,1,15,170,64,10,8,2,2,2,1,1,7,5,100 meter horden,22.15 s,540,8
Onbekend,Santonja Eva María,5659677,14,España,Vrouw,360,Sprinters,18,1,15,170,64,10,8,2,2,2,1,1,7,5,400 meter horden,1:20.34,635,8
Onbekend,Satrústegi Jairo,5615885,17,España,Man,2340,Sprinters,19,1,15,182,84,14,2,2,12,2,1,1,8,8,100 meter,13.55 s,671,8
Onbekend,Satrústegi Jairo,5615885,17,España,Man,2340,Sprinters,19,1,15,182,84,14,2,2,12,2,1,1,8,8,200 meter,27.05 s,713,8
Onbekend,Satrústegi Jairo,5615885,17,España,Man,2340,Sprinters,19,1,15,182,84,14,2,2,12,2,1,1,8,8,400 meter,1:00.10,756,8
Onbekend,Satrústegi Jairo,5615885,17,España,Man,2340,Sprinters,19,1,15,182,84,14,2,2,12,2,1,1,8,8,110 meter horden,20.41 s,722,8
Onbekend,Satrústegi Jairo,5615885,17,España,Man,2340,Sprinters,19,1,15,182,84,14,2,2,12,2,1,1,8,8,400 meter horden,1:10.18,763,8
Onbekend,Schnell Ubaldo,5604143,17,Italia,Man,790,Snelwandelaars,20,1,15,194,101,14,1,10,4,1,2,4,4,4,10 km snelwandelen,1h:03:58.84,543,7
Onbekend,Schnell Ubaldo,5604143,17,Italia,Man,790,Snelwandelaars,20,1,15,194,101,14,1,10,4,1,2,4,4,4,20 km snelwandelen,2h:04:20.28,555,7
Onbekend,Schnell Ubaldo,5604143,17,Italia,Man,790,Snelwandelaars,20,1,15,194,101,14,1,10,4,1,2,4,4,4,50 km snelwandelen,5h:17:53.63,492,7
Onbekend,Schuur Levi,5617249,16,Nederland,Man,950,Middenafstandslopers,20,1,15,173,77,6,1,9,3,3,2,2,7,8,800 meter,2:23.70,696,7
Onbekend,Schuur Levi,5617249,16,Nederland,Man,950,Middenafstandslopers,20,1,15,173,77,6,1,9,3,3,2,2,7,8,1.500 meter,4:45.15,693,7
Onbekend,Schuur Levi,5617249,16,Nederland,Man,950,Middenafstandslopers,20,1,15,173,77,6,1,9,3,3,2,2,7,8,3.000 meter steeplechase,14:12.49,693,7
Onbekend,Secomandi Caroline,5657386,26,Switzerland,Vrouw,1380,Sprinters,13,1,14,178,77,16,6,5,8,3,3,1,10,5,100 meter,14.53 s,705,8
Onbekend,Secomandi Caroline,5657386,26,Switzerland,Vrouw,1380,Sprinters,13,1,14,178,77,16,6,5,8,3,3,1,10,5,200 meter,28.97 s,670,8
Onbekend,Secomandi Caroline,5657386,26,Switzerland,Vrouw,1380,Sprinters,13,1,14,178,77,16,6,5,8,3,3,1,10,5,400 meter,1:06.47,708,8
Onbekend,Secomandi Caroline,5657386,26,Switzerland,Vrouw,1380,Sprinters,13,1,14,178,77,16,6,5,8,3,3,1,10,5,100 meter horden,20.88 s,697,8
Onbekend,Secomandi Caroline,5657386,26,Switzerland,Vrouw,1380,Sprinters,13,1,14,178,77,16,6,5,8,3,3,1,10,5,400 meter horden,1:16.73,753,8
Onbekend,Sediari Daniela,5653640,17,Italia,Vrouw,540,Sprinters,11,1,14,172,70,12,9,1,5,1,5,2,3,3,100 meter,15.42 s,548,8
Onbekend,Sediari Daniela,5653640,17,Italia,Vrouw,540,Sprinters,11,1,14,172,70,12,9,1,5,1,5,2,3,3,200 meter,30.59 s,525,8
Onbekend,Sediari Daniela,5653640,17,Italia,Vrouw,540,Sprinters,11,1,14,172,70,12,9,1,5,1,5,2,3,3,400 meter,1:09.96,574,8
Onbekend,Sediari Daniela,5653640,17,Italia,Vrouw,540,Sprinters,11,1,14,172,70,12,9,1,5,1,5,2,3,3,100 meter horden,21.80 s,583,8
Onbekend,Sediari Daniela,5653640,17,Italia,Vrouw,540,Sprinters,11,1,14,172,70,12,9,1,5,1,5,2,3,3,400 meter horden,1:19.65,657,8
Onbekend,Segura Léonie,5627145,17,France,Vrouw,1060,Springers,18,1,12,174,68,9,6,4,2,3,10,2,3,8,Hoogspringen,0.70 m,26,7
Onbekend,Segura Léonie,5627145,17,France,Vrouw,1060,Springers,18,1,12,174,68,9,6,4,2,3,10,2,3,8,Polsstokhoogspringen,1.67 m,56,7
Onbekend,Segura Léonie,5627145,17,France,Vrouw,1060,Springers,18,1,12,174,68,9,6,4,2,3,10,2,3,8,Verspringen,2.47 m,79,7
Onbekend,Segura Léonie,5627145,17,France,Vrouw,1060,Springers,18,1,12,174,68,9,6,4,2,3,10,2,3,8,Hinkstapspringen,4.72 m,53,7
100 meter,Siarkas Ieronimos,5061294,33,Hellas,Man,15230,Sprinters,18,11,16,189,80,17,7,1,17,0,0,0,8,9,100 meter,12.09 s,951,8
100 meter,Siarkas Ieronimos,5061294,33,Hellas,Man,15230,Sprinters,18,11,16,189,80,17,7,1,17,0,0,0,8,9,200 meter,25.20 s,887,8
100 meter,Siarkas Ieronimos,5061294,33,Hellas,Man,15230,Sprinters,18,11,16,189,80,17,7,1,17,0,0,0,8,9,400 meter,55.52 s,948,8
100 meter,Siarkas Ieronimos,5061294,33,Hellas,Man,15230,Sprinters,18,11,16,189,80,17,7,1,17,0,0,0,8,9,110 meter horden,19.32 s,858,8
100 meter,Siarkas Ieronimos,5061294,33,Hellas,Man,15230,Sprinters,18,11,16,189,80,17,7,1,17,0,0,0,8,9,400 meter horden,1:06.05,911,8
Onbekend,Sidor Borys,5640569,16,Polska,Man,660,Sprinters,13,1,15,185,85,10,0,0,9,3,1,1,6,6,100 meter,13.96 s,592,8
Onbekend,Sidor Borys,5640569,16,Polska,Man,660,Sprinters,13,1,15,185,85,10,0,0,9,3,1,1,6,6,200 meter,28.11 s,613,8
Onbekend,Sidor Borys,5640569,16,Polska,Man,660,Sprinters,13,1,15,185,85,10,0,0,9,3,1,1,6,6,400 meter,1:01.60,693,8
Onbekend,Sidor Borys,5640569,16,Polska,Man,660,Sprinters,13,1,15,185,85,10,0,0,9,3,1,1,6,6,110 meter horden,20.89 s,662,8
Onbekend,Sidor Borys,5640569,16,Polska,Man,660,Sprinters,13,1,15,185,85,10,0,0,9,3,1,1,6,6,400 meter horden,1:11.96,700,8
400 meter,Škorvaga Drahomír,5042449,34,Česká republika,Man,3130,Sprinters,18,6,19,178,66,13,0,0,11,1,0,0,10,10,100 meter,13.26 s,726,8
400 meter,Škorvaga Drahomír,5042449,34,Česká republika,Man,3130,Sprinters,18,6,19,178,66,13,0,0,11,1,0,0,10,10,200 meter,26.28 s,785,8
400 meter,Škorvaga Drahomír,5042449,34,Česká republika,Man,3130,Sprinters,18,6,19,178,66,13,0,0,11,1,0,0,10,10,400 meter,58.09 s,840,8
400 meter,Škorvaga Drahomír,5042449,34,Česká republika,Man,3130,Sprinters,18,6,19,178,66,13,0,0,11,1,0,0,10,10,110 meter horden,20.30 s,736,8
400 meter,Škorvaga Drahomír,5042449,34,Česká republika,Man,3130,Sprinters,18,6,19,178,66,13,0,0,11,1,0,0,10,10,400 meter horden,1:08.40,827,8
Onbekend,Ślęzak Judyta,5643057,15,Polska,Vrouw,320,Langeafstandslopers,14,1,15,170,64,6,2,3,2,2,2,7,6,7,5.000 meter,21:46.21,417,7
Onbekend,Ślęzak Judyta,5643057,15,Polska,Vrouw,320,Langeafstandslopers,14,1,15,170,64,6,2,3,2,2,2,7,6,7,10.000 meter,47:42.86,395,7
Onbekend,Ślęzak Judyta,5643057,15,Polska,Vrouw,320,Langeafstandslopers,14,1,15,170,64,6,2,3,2,2,2,7,6,7,Marathon,3h:20:06.62,442,7
400 meter,Śmigielska Barbara,5032582,32,Polska,Vrouw,12430,Sprinters,19,11,15,167,63,18,8,0,16,1,0,0,10,12,100 meter,13.56 s,877,8
400 meter,Śmigielska Barbara,5032582,32,Polska,Vrouw,12430,Sprinters,19,11,15,167,63,18,8,0,16,1,0,0,10,12,200 meter,27.30 s,820,8
400 meter,Śmigielska Barbara,5032582,32,Polska,Vrouw,12430,Sprinters,19,11,15,167,63,18,8,0,16,1,0,0,10,12,400 meter,1:01.15,913,8
400 meter,Śmigielska Barbara,5032582,32,Polska,Vrouw,12430,Sprinters,19,11,15,167,63,18,8,0,16,1,0,0,10,12,100 meter horden,19.59 s,855,8
400 meter,Śmigielska Barbara,5032582,32,Polska,Vrouw,12430,Sprinters,19,11,15,167,63,18,8,0,16,1,0,0,10,12,400 meter horden,1:12.87,879,8
